KPI_Goal_Id,KPI_Goal_Description,KPI_Metric_Id,KPI_Metric,KPI_Metric_Description,Planned_Value,Real_Value,Weight
46,Increase street and sidewalk cleanliness.,213,(Retired) Sidewalks rated acceptably clean (%) - Queens 08,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,97.82717590361446,0.01656160544921679
46,Increase street and sidewalk cleanliness.,214,(Retired) Sidewalks rated acceptably clean (%) - Queens 09,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,98.1042421686747,0.019052276622524653
46,Increase street and sidewalk cleanliness.,215,(Retired) Sidewalks rated acceptably clean (%) - Queens 10,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,98.3509694117647,0.02218611368113104
46,Increase street and sidewalk cleanliness.,216,(Retired) Sidewalks rated acceptably clean (%) - Queens 11,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,99.38515432098765,0.03673542156530728
46,Increase street and sidewalk cleanliness.,217,(Retired) Sidewalks rated acceptably clean (%) - Queens 12,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,96.26787228915663,0.014117429227014311
46,Increase street and sidewalk cleanliness.,218,(Retired) Sidewalks rated acceptably clean (%) - Queens 13,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,98.58104303797468,0.003357538525072456
46,Increase street and sidewalk cleanliness.,219,(Retired) Sidewalks rated acceptably clean (%) - Queens 14,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,94.41981204819277,0.0029846442835895974
46,Increase street and sidewalk cleanliness.,220,(Retired) Sidewalks rated acceptably clean (%) - Staten Island 01,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,96.53943086419753,0.013469995474867519
46,Increase street and sidewalk cleanliness.,221,(Retired) Sidewalks rated acceptably clean (%) - Staten Island 02,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,98.92016708860758,0.026863877739446436
46,Increase street and sidewalk cleanliness.,222,(Retired) Sidewalks rated acceptably clean (%) - Staten Island 03,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,99.45726710526316,0.0034910211120012485
47,Increase street and sidewalk cleanliness.,223,(Retired) Sidewalks rated filthy (%) [RETIRED],"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,0.3854550561797753,0.01633339805474173
47,Increase street and sidewalk cleanliness.,224,(Retired) Sidewalks rated filthy (%) - Manhattan 01,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,0.018686904761904762,0.0024735506556459595
47,Increase street and sidewalk cleanliness.,225,(Retired) Sidewalks rated filthy (%) - Manhattan 02,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,0.04124235294117647,0.02266353394051597
47,Increase street and sidewalk cleanliness.,226,(Retired) Sidewalks rated filthy (%) - Manhattan 03,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,0.18966385542168676,0.016007690922292154
47,Increase street and sidewalk cleanliness.,227,(Retired) Sidewalks rated filthy (%) - Manhattan 04,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,0.2839392857142857,0.0041200280501027834
47,Increase street and sidewalk cleanliness.,228,(Retired) Sidewalks rated filthy (%) - Manhattan 05,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,0.030090361445783132,0.03026417536634234
47,Increase street and sidewalk cleanliness.,229,(Retired) Sidewalks rated filthy (%) - Manhattan 06,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,0.06803703703703703,0.01654970140219659
47,Increase street and sidewalk cleanliness.,230,(Retired) Sidewalks rated filthy (%) - Manhattan 07,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,0.0,0.03225781107096094
47,Increase street and sidewalk cleanliness.,231,(Retired) Sidewalks rated filthy (%) - Manhattan 08,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,0.009411842105263158,0.003210839617771688
47,Increase street and sidewalk cleanliness.,232,(Retired) Sidewalks rated filthy (%) - Manhattan 09,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,0.17778536585365853,0.017702728384404787
47,Increase street and sidewalk cleanliness.,233,(Retired) Sidewalks rated filthy (%) - Manhattan 10,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,0.29244302325581395,0.0037589310868448166
47,Increase street and sidewalk cleanliness.,234,(Retired) Sidewalks rated filthy (%) - Manhattan 11,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,0.4664987951807229,0.007096650782887243
47,Increase street and sidewalk cleanliness.,235,(Retired) Sidewalks rated filthy (%) - Manhattan 12,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,0.1931024096385542,0.007742043415055601
47,Increase street and sidewalk cleanliness.,236,(Retired) Sidewalks rated filthy (%) - Bronx 01,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,1.3169963414634147,0.022386737858125956
47,Increase street and sidewalk cleanliness.,237,(Retired) Sidewalks rated filthy (%) - Bronx 02,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,1.8648023809523808,0.015895782988126782
47,Increase street and sidewalk cleanliness.,238,(Retired) Sidewalks rated filthy (%) - Bronx 03,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,1.5605410256410257,0.029794132724336606
47,Increase street and sidewalk cleanliness.,239,(Retired) Sidewalks rated filthy (%) - Bronx 04,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,0.8509180722891566,0.02348304216878455
47,Increase street and sidewalk cleanliness.,240,(Retired) Sidewalks rated filthy (%) - Bronx 05,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,0.657544578313253,0.01672917436752221
47,Increase street and sidewalk cleanliness.,241,(Retired) Sidewalks rated filthy (%) - Bronx 06,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,0.8286963414634148,0.00376809218342867
47,Increase street and sidewalk cleanliness.,242,(Retired) Sidewalks rated filthy (%) - Bronx 07,"On a scale of 1.0 (a clean sidewalk with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of sidewalks with a rating of 1.75 or higher (filthy).",100.0,0.6330792682926829,0.016432990817390105
