task_id,task_type,description,pre_tasks,requirements,affected_factors
129,Type A,Description task 129,"[460, 377, 19, 30]","{""certificates"": [""CHFI""], ""majors"": ""CS"", ""type_majors"": ""Good""}","[(1, 'Product', 1), (2, 'Product', 4), (3, 'Product', 1), (4, 'Product', 5), (5, 'Product', 4), (6, 'Product', 4), (7, 'Product', 3), (8, 'Product', 1), (9, 'Product', 2), (10, 'Product', 2), (11, 'Environment', 3), (12, 'Environment', 3), (13, 'Environment', 2), (14, 'Environment', 3), (15, 'Environment', 4), (16, 'Environment', 3), (17, 'Environment', 4), (18, 'Environment', 4), (19, 'Environment', 1), (20, 'Environment', 2)]"
130,Type A,Description task 130,"[475, 29, 437, 399, 82]","{""certificates"": [""CHFI""], ""majors"": ""CS"", ""type_majors"": ""Excel""}","[(1, 'Product', 5), (2, 'Product', 4), (3, 'Product', 3), (4, 'Product', 5), (5, 'Product', 4), (6, 'Product', 1), (7, 'Product', 5), (8, 'Product', 4), (9, 'Product', 5), (10, 'Product', 3), (11, 'Environment', 3), (12, 'Environment', 4), (13, 'Environment', 3), (14, 'Environment', 5), (15, 'Environment', 5), (16, 'Environment', 3), (17, 'Environment', 3), (18, 'Environment', 5), (19, 'Environment', 1), (20, 'Environment', 3)]"
131,Type A,Description task 131,"[190, 13, 452, 104, 175]","{""certificates"": [""OSCE""], ""majors"": ""CS"", ""type_majors"": ""Avg""}","[(1, 'Product', 1), (2, 'Product', 4), (3, 'Product', 2), (4, 'Product', 4), (5, 'Product', 4), (6, 'Product', 3), (7, 'Product', 3), (8, 'Product', 3), (9, 'Product', 1), (10, 'Product', 5), (11, 'Environment', 4), (12, 'Environment', 2), (13, 'Environment', 2), (14, 'Environment', 1), (15, 'Environment', 5), (16, 'Environment', 2), (17, 'Environment', 2), (18, 'Environment', 1), (19, 'Environment', 5), (20, 'Environment', 3)]"
132,Type C,Description task 132,"[317, 127]","{""certificates"": [""CEH""], ""majors"": ""DS"", ""type_majors"": ""Good""}","[(1, 'Product', 2), (2, 'Product', 3), (3, 'Product', 2), (4, 'Product', 2), (5, 'Product', 3), (6, 'Product', 1), (7, 'Product', 1), (8, 'Product', 2), (9, 'Product', 2), (10, 'Product', 1), (11, 'Environment', 1), (12, 'Environment', 4), (13, 'Environment', 3), (14, 'Environment', 1), (15, 'Environment', 1), (16, 'Environment', 3), (17, 'Environment', 5), (18, 'Environment', 1), (19, 'Environment', 4), (20, 'Environment', 3)]"
133,Type C,Description task 133,"[344, 296, 6, 7, 148, 444]","{""certificates"": [""CEH""], ""majors"": ""DS"", ""type_majors"": ""Good""}","[(1, 'Product', 1), (2, 'Product', 2), (3, 'Product', 3), (4, 'Product', 5), (5, 'Product', 1), (6, 'Product', 4), (7, 'Product', 3), (8, 'Product', 5), (9, 'Product', 3), (10, 'Product', 3), (11, 'Environment', 4), (12, 'Environment', 1), (13, 'Environment', 1), (14, 'Environment', 1), (15, 'Environment', 1), (16, 'Environment', 5), (17, 'Environment', 1), (18, 'Environment', 1), (19, 'Environment', 4), (20, 'Environment', 2)]"
134,Type C,Description task 134,"[441, 451]","{""certificates"": [""CSPA""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Avg""}","[(1, 'Product', 5), (2, 'Product', 4), (3, 'Product', 1), (4, 'Product', 2), (5, 'Product', 4), (6, 'Product', 1), (7, 'Product', 4), (8, 'Product', 3), (9, 'Product', 4), (10, 'Product', 4), (11, 'Environment', 1), (12, 'Environment', 4), (13, 'Environment', 1), (14, 'Environment', 3), (15, 'Environment', 5), (16, 'Environment', 4), (17, 'Environment', 1), (18, 'Environment', 4), (19, 'Environment', 4), (20, 'Environment', 5)]"
135,Type A,Description task 135,"[155, 13, 429, 205, 122]","{""certificates"": [""OSCP""], ""majors"": ""CS"", ""type_majors"": ""Avg""}","[(1, 'Product', 1), (2, 'Product', 4), (3, 'Product', 2), (4, 'Product', 1), (5, 'Product', 1), (6, 'Product', 4), (7, 'Product', 5), (8, 'Product', 3), (9, 'Product', 5), (10, 'Product', 4), (11, 'Environment', 3), (12, 'Environment', 3), (13, 'Environment', 2), (14, 'Environment', 1), (15, 'Environment', 2), (16, 'Environment', 5), (17, 'Environment', 1), (18, 'Environment', 1), (19, 'Environment', 5), (20, 'Environment', 5)]"
136,Type A,Description task 136,"[86, 172, 350, 345, 348, 451]","{""certificates"": [""OSCE""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Outst""}","[(1, 'Product', 1), (2, 'Product', 5), (3, 'Product', 2), (4, 'Product', 2), (5, 'Product', 1), (6, 'Product', 1), (7, 'Product', 2), (8, 'Product', 4), (9, 'Product', 3), (10, 'Product', 3), (11, 'Environment', 2), (12, 'Environment', 1), (13, 'Environment', 1), (14, 'Environment', 4), (15, 'Environment', 2), (16, 'Environment', 3), (17, 'Environment', 4), (18, 'Environment', 3), (19, 'Environment', 3), (20, 'Environment', 3)]"
137,Type A,Description task 137,"[463, 260, 311, 417, 435, 359]","{""certificates"": [""OSCP""], ""majors"": ""Math"", ""type_majors"": ""Good""}","[(1, 'Product', 5), (2, 'Product', 2), (3, 'Product', 2), (4, 'Product', 1), (5, 'Product', 3), (6, 'Product', 2), (7, 'Product', 4), (8, 'Product', 3), (9, 'Product', 1), (10, 'Product', 3), (11, 'Environment', 5), (12, 'Environment', 5), (13, 'Environment', 5), (14, 'Environment', 2), (15, 'Environment', 4), (16, 'Environment', 1), (17, 'Environment', 1), (18, 'Environment', 3), (19, 'Environment', 4), (20, 'Environment', 5)]"
138,Type B,Description task 138,"[301, 459, 175, 170, 4]","{""certificates"": [""CHFI""], ""majors"": ""IT"", ""type_majors"": ""Excel""}","[(1, 'Product', 4), (2, 'Product', 2), (3, 'Product', 4), (4, 'Product', 1), (5, 'Product', 1), (6, 'Product', 2), (7, 'Product', 1), (8, 'Product', 1), (9, 'Product', 5), (10, 'Product', 5), (11, 'Environment', 4), (12, 'Environment', 1), (13, 'Environment', 4), (14, 'Environment', 5), (15, 'Environment', 1), (16, 'Environment', 4), (17, 'Environment', 4), (18, 'Environment', 3), (19, 'Environment', 2), (20, 'Environment', 3)]"
139,Type B,Description task 139,"[374, 297, 423, 403]","{""certificates"": [""CEH""], ""majors"": ""IT"", ""type_majors"": ""Outst""}","[(1, 'Product', 2), (2, 'Product', 5), (3, 'Product', 4), (4, 'Product', 4), (5, 'Product', 5), (6, 'Product', 3), (7, 'Product', 5), (8, 'Product', 5), (9, 'Product', 4), (10, 'Product', 3), (11, 'Environment', 2), (12, 'Environment', 2), (13, 'Environment', 5), (14, 'Environment', 4), (15, 'Environment', 3), (16, 'Environment', 1), (17, 'Environment', 2), (18, 'Environment', 1), (19, 'Environment', 4), (20, 'Environment', 5)]"
140,Type A,Description task 140,"[221, 97]","{""certificates"": [""OSCE""], ""majors"": ""IT"", ""type_majors"": ""Outst""}","[(1, 'Product', 4), (2, 'Product', 5), (3, 'Product', 5), (4, 'Product', 4), (5, 'Product', 5), (6, 'Product', 4), (7, 'Product', 2), (8, 'Product', 2), (9, 'Product', 2), (10, 'Product', 2), (11, 'Environment', 2), (12, 'Environment', 1), (13, 'Environment', 4), (14, 'Environment', 4), (15, 'Environment', 2), (16, 'Environment', 1), (17, 'Environment', 2), (18, 'Environment', 2), (19, 'Environment', 4), (20, 'Environment', 5)]"
141,Type A,Description task 141,"[353, 345, 468, 158]","{""certificates"": [""CSPA""], ""majors"": ""CS"", ""type_majors"": ""Outst""}","[(1, 'Product', 4), (2, 'Product', 5), (3, 'Product', 5), (4, 'Product', 3), (5, 'Product', 5), (6, 'Product', 5), (7, 'Product', 3), (8, 'Product', 4), (9, 'Product', 1), (10, 'Product', 2), (11, 'Environment', 2), (12, 'Environment', 1), (13, 'Environment', 1), (14, 'Environment', 3), (15, 'Environment', 3), (16, 'Environment', 5), (17, 'Environment', 1), (18, 'Environment', 3), (19, 'Environment', 2), (20, 'Environment', 4)]"
142,Type A,Description task 142,"[289, 21, 405, 104, 98]","{""certificates"": [""CHFI""], ""majors"": ""Math"", ""type_majors"": ""Avg""}","[(1, 'Product', 4), (2, 'Product', 3), (3, 'Product', 3), (4, 'Product', 3), (5, 'Product', 1), (6, 'Product', 1), (7, 'Product', 1), (8, 'Product', 4), (9, 'Product', 4), (10, 'Product', 4), (11, 'Environment', 3), (12, 'Environment', 4), (13, 'Environment', 4), (14, 'Environment', 4), (15, 'Environment', 1), (16, 'Environment', 2), (17, 'Environment', 5), (18, 'Environment', 1), (19, 'Environment', 5), (20, 'Environment', 2)]"
143,Type A,Description task 143,"[472, 496]","{""certificates"": [""CSPA""], ""majors"": ""IT"", ""type_majors"": ""Outst""}","[(1, 'Product', 1), (2, 'Product', 2), (3, 'Product', 4), (4, 'Product', 5), (5, 'Product', 2), (6, 'Product', 1), (7, 'Product', 3), (8, 'Product', 1), (9, 'Product', 3), (10, 'Product', 3), (11, 'Environment', 4), (12, 'Environment', 3), (13, 'Environment', 2), (14, 'Environment', 4), (15, 'Environment', 4), (16, 'Environment', 3), (17, 'Environment', 2), (18, 'Environment', 3), (19, 'Environment', 5), (20, 'Environment', 4)]"
144,Type A,Description task 144,[54],"{""certificates"": [""OSCE""], ""majors"": ""Math"", ""type_majors"": ""Good""}","[(1, 'Product', 5), (2, 'Product', 2), (3, 'Product', 5), (4, 'Product', 1), (5, 'Product', 2), (6, 'Product', 1), (7, 'Product', 4), (8, 'Product', 1), (9, 'Product', 1), (10, 'Product', 3), (11, 'Environment', 5), (12, 'Environment', 2), (13, 'Environment', 4), (14, 'Environment', 2), (15, 'Environment', 3), (16, 'Environment', 5), (17, 'Environment', 1), (18, 'Environment', 4), (19, 'Environment', 1), (20, 'Environment', 3)]"
145,Type C,Description task 145,"[361, 310, 435, 216, 393, 20]","{""certificates"": [""OSCP""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Outst""}","[(1, 'Product', 5), (2, 'Product', 5), (3, 'Product', 5), (4, 'Product', 1), (5, 'Product', 3), (6, 'Product', 2), (7, 'Product', 1), (8, 'Product', 5), (9, 'Product', 1), (10, 'Product', 2), (11, 'Environment', 3), (12, 'Environment', 2), (13, 'Environment', 3), (14, 'Environment', 4), (15, 'Environment', 5), (16, 'Environment', 5), (17, 'Environment', 5), (18, 'Environment', 5), (19, 'Environment', 5), (20, 'Environment', 5)]"
146,Type A,Description task 146,"[53, 14, 208]","{""certificates"": [""CISSP""], ""majors"": ""CS"", ""type_majors"": ""Outst""}","[(1, 'Product', 2), (2, 'Product', 1), (3, 'Product', 1), (4, 'Product', 3), (5, 'Product', 4), (6, 'Product', 2), (7, 'Product', 2), (8, 'Product', 5), (9, 'Product', 4), (10, 'Product', 4), (11, 'Environment', 3), (12, 'Environment', 1), (13, 'Environment', 3), (14, 'Environment', 3), (15, 'Environment', 1), (16, 'Environment', 2), (17, 'Environment', 2), (18, 'Environment', 5), (19, 'Environment', 2), (20, 'Environment', 1)]"
147,Type A,Description task 147,"[374, 121, 282, 150]","{""certificates"": [""CSPA""], ""majors"": ""IT"", ""type_majors"": ""Avg""}","[(1, 'Product', 5), (2, 'Product', 3), (3, 'Product', 4), (4, 'Product', 2), (5, 'Product', 3), (6, 'Product', 5), (7, 'Product', 3), (8, 'Product', 3), (9, 'Product', 2), (10, 'Product', 5), (11, 'Environment', 1), (12, 'Environment', 2), (13, 'Environment', 1), (14, 'Environment', 4), (15, 'Environment', 5), (16, 'Environment', 2), (17, 'Environment', 3), (18, 'Environment', 2), (19, 'Environment', 1), (20, 'Environment', 1)]"
148,Type C,Description task 148,"[253, 476, 287]","{""certificates"": [""CSPA""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Excel""}","[(1, 'Product', 2), (2, 'Product', 4), (3, 'Product', 5), (4, 'Product', 5), (5, 'Product', 4), (6, 'Product', 5), (7, 'Product', 2), (8, 'Product', 3), (9, 'Product', 3), (10, 'Product', 5), (11, 'Environment', 5), (12, 'Environment', 1), (13, 'Environment', 5), (14, 'Environment', 4), (15, 'Environment', 5), (16, 'Environment', 5), (17, 'Environment', 4), (18, 'Environment', 4), (19, 'Environment', 2), (20, 'Environment', 1)]"
149,Type C,Description task 149,"[483, 95, 59, 1]","{""certificates"": [""CISSP""], ""majors"": ""IT"", ""type_majors"": ""Outst""}","[(1, 'Product', 4), (2, 'Product', 1), (3, 'Product', 2), (4, 'Product', 3), (5, 'Product', 4), (6, 'Product', 1), (7, 'Product', 3), (8, 'Product', 4), (9, 'Product', 4), (10, 'Product', 3), (11, 'Environment', 2), (12, 'Environment', 3), (13, 'Environment', 3), (14, 'Environment', 2), (15, 'Environment', 1), (16, 'Environment', 3), (17, 'Environment', 4), (18, 'Environment', 4), (19, 'Environment', 3), (20, 'Environment', 1)]"
150,Type C,Description task 150,"[57, 183, 74, 470]","{""certificates"": [""OSCE""], ""majors"": ""Math"", ""type_majors"": ""Avg""}","[(1, 'Product', 4), (2, 'Product', 4), (3, 'Product', 1), (4, 'Product', 1), (5, 'Product', 1), (6, 'Product', 4), (7, 'Product', 5), (8, 'Product', 3), (9, 'Product', 5), (10, 'Product', 2), (11, 'Environment', 2), (12, 'Environment', 1), (13, 'Environment', 2), (14, 'Environment', 3), (15, 'Environment', 2), (16, 'Environment', 2), (17, 'Environment', 2), (18, 'Environment', 3), (19, 'Environment', 4), (20, 'Environment', 2)]"
151,Type B,Description task 151,"[431, 212]","{""certificates"": [""CISSP""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Outst""}","[(1, 'Product', 1), (2, 'Product', 4), (3, 'Product', 5), (4, 'Product', 3), (5, 'Product', 5), (6, 'Product', 2), (7, 'Product', 3), (8, 'Product', 1), (9, 'Product', 3), (10, 'Product', 1), (11, 'Environment', 4), (12, 'Environment', 2), (13, 'Environment', 5), (14, 'Environment', 4), (15, 'Environment', 5), (16, 'Environment', 3), (17, 'Environment', 3), (18, 'Environment', 5), (19, 'Environment', 1), (20, 'Environment', 3)]"
152,Type B,Description task 152,[272],"{""certificates"": [""CISSP""], ""majors"": ""CS"", ""type_majors"": ""Avg""}","[(1, 'Product', 2), (2, 'Product', 2), (3, 'Product', 3), (4, 'Product', 3), (5, 'Product', 3), (6, 'Product', 5), (7, 'Product', 1), (8, 'Product', 2), (9, 'Product', 4), (10, 'Product', 5), (11, 'Environment', 2), (12, 'Environment', 5), (13, 'Environment', 5), (14, 'Environment', 3), (15, 'Environment', 3), (16, 'Environment', 5), (17, 'Environment', 3), (18, 'Environment', 5), (19, 'Environment', 5), (20, 'Environment', 2)]"
153,Type B,Description task 153,"[259, 203, 412, 261, 388, 263]","{""certificates"": [""CHFI""], ""majors"": ""CS"", ""type_majors"": ""Outst""}","[(1, 'Product', 4), (2, 'Product', 5), (3, 'Product', 1), (4, 'Product', 4), (5, 'Product', 1), (6, 'Product', 4), (7, 'Product', 1), (8, 'Product', 3), (9, 'Product', 4), (10, 'Product', 3), (11, 'Environment', 3), (12, 'Environment', 5), (13, 'Environment', 5), (14, 'Environment', 4), (15, 'Environment', 1), (16, 'Environment', 3), (17, 'Environment', 4), (18, 'Environment', 4), (19, 'Environment', 2), (20, 'Environment', 3)]"
154,Type C,Description task 154,[31],"{""certificates"": [""OSCE""], ""majors"": ""DS"", ""type_majors"": ""Excel""}","[(1, 'Product', 5), (2, 'Product', 2), (3, 'Product', 3), (4, 'Product', 5), (5, 'Product', 1), (6, 'Product', 3), (7, 'Product', 3), (8, 'Product', 4), (9, 'Product', 2), (10, 'Product', 5), (11, 'Environment', 5), (12, 'Environment', 2), (13, 'Environment', 2), (14, 'Environment', 2), (15, 'Environment', 3), (16, 'Environment', 1), (17, 'Environment', 2), (18, 'Environment', 1), (19, 'Environment', 3), (20, 'Environment', 3)]"
155,Type A,Description task 155,"[348, 131, 400, 398, 226, 381]","{""certificates"": [""CSPA""], ""majors"": ""CS"", ""type_majors"": ""Outst""}","[(1, 'Product', 5), (2, 'Product', 5), (3, 'Product', 5), (4, 'Product', 4), (5, 'Product', 2), (6, 'Product', 3), (7, 'Product', 5), (8, 'Product', 4), (9, 'Product', 5), (10, 'Product', 3), (11, 'Environment', 1), (12, 'Environment', 2), (13, 'Environment', 5), (14, 'Environment', 1), (15, 'Environment', 1), (16, 'Environment', 5), (17, 'Environment', 2), (18, 'Environment', 4), (19, 'Environment', 5), (20, 'Environment', 1)]"
156,Type B,Description task 156,"[355, 303, 33, 203, 167]","{""certificates"": [""CSPA""], ""majors"": ""Math"", ""type_majors"": ""Outst""}","[(1, 'Product', 1), (2, 'Product', 3), (3, 'Product', 3), (4, 'Product', 5), (5, 'Product', 3), (6, 'Product', 4), (7, 'Product', 5), (8, 'Product', 3), (9, 'Product', 4), (10, 'Product', 5), (11, 'Environment', 4), (12, 'Environment', 4), (13, 'Environment', 1), (14, 'Environment', 5), (15, 'Environment', 3), (16, 'Environment', 3), (17, 'Environment', 3), (18, 'Environment', 1), (19, 'Environment', 3), (20, 'Environment', 1)]"
157,Type B,Description task 157,"[9, 452, 248]","{""certificates"": [""OSCP""], ""majors"": ""Math"", ""type_majors"": ""Outst""}","[(1, 'Product', 3), (2, 'Product', 1), (3, 'Product', 2), (4, 'Product', 2), (5, 'Product', 1), (6, 'Product', 3), (7, 'Product', 1), (8, 'Product', 3), (9, 'Product', 1), (10, 'Product', 3), (11, 'Environment', 4), (12, 'Environment', 2), (13, 'Environment', 5), (14, 'Environment', 5), (15, 'Environment', 3), (16, 'Environment', 2), (17, 'Environment', 3), (18, 'Environment', 5), (19, 'Environment', 1), (20, 'Environment', 4)]"
158,Type A,Description task 158,"[255, 498, 433, 377, 409, 241]","{""certificates"": [""CHFI""], ""majors"": ""DS"", ""type_majors"": ""Excel""}","[(1, 'Product', 2), (2, 'Product', 3), (3, 'Product', 1), (4, 'Product', 4), (5, 'Product', 2), (6, 'Product', 1), (7, 'Product', 1), (8, 'Product', 3), (9, 'Product', 1), (10, 'Product', 5), (11, 'Environment', 4), (12, 'Environment', 5), (13, 'Environment', 1), (14, 'Environment', 5), (15, 'Environment', 1), (16, 'Environment', 5), (17, 'Environment', 5), (18, 'Environment', 3), (19, 'Environment', 3), (20, 'Environment', 5)]"
159,Type B,Description task 159,"[400, 157]","{""certificates"": [""OSCE""], ""majors"": ""CS"", ""type_majors"": ""Outst""}","[(1, 'Product', 4), (2, 'Product', 4), (3, 'Product', 3), (4, 'Product', 1), (5, 'Product', 2), (6, 'Product', 5), (7, 'Product', 4), (8, 'Product', 5), (9, 'Product', 3), (10, 'Product', 4), (11, 'Environment', 3), (12, 'Environment', 3), (13, 'Environment', 3), (14, 'Environment', 3), (15, 'Environment', 3), (16, 'Environment', 2), (17, 'Environment', 3), (18, 'Environment', 4), (19, 'Environment', 3), (20, 'Environment', 3)]"
160,Type B,Description task 160,"[83, 28]","{""certificates"": [""CSPA""], ""majors"": ""CS"", ""type_majors"": ""Good""}","[(1, 'Product', 1), (2, 'Product', 3), (3, 'Product', 5), (4, 'Product', 2), (5, 'Product', 5), (6, 'Product', 2), (7, 'Product', 2), (8, 'Product', 5), (9, 'Product', 2), (10, 'Product', 5), (11, 'Environment', 4), (12, 'Environment', 1), (13, 'Environment', 2), (14, 'Environment', 4), (15, 'Environment', 4), (16, 'Environment', 5), (17, 'Environment', 1), (18, 'Environment', 5), (19, 'Environment', 2), (20, 'Environment', 2)]"
161,Type A,Description task 161,"[297, 245, 352, 312, 63, 77]","{""certificates"": [""CSPA""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Avg""}","[(1, 'Product', 1), (2, 'Product', 4), (3, 'Product', 3), (4, 'Product', 1), (5, 'Product', 5), (6, 'Product', 2), (7, 'Product', 5), (8, 'Product', 4), (9, 'Product', 2), (10, 'Product', 3), (11, 'Environment', 1), (12, 'Environment', 4), (13, 'Environment', 3), (14, 'Environment', 1), (15, 'Environment', 1), (16, 'Environment', 1), (17, 'Environment', 1), (18, 'Environment', 1), (19, 'Environment', 3), (20, 'Environment', 4)]"
162,Type A,Description task 162,[54],"{""certificates"": [""CSPA""], ""majors"": ""IT"", ""type_majors"": ""Avg""}","[(1, 'Product', 1), (2, 'Product', 1), (3, 'Product', 1), (4, 'Product', 1), (5, 'Product', 2), (6, 'Product', 2), (7, 'Product', 4), (8, 'Product', 5), (9, 'Product', 3), (10, 'Product', 2), (11, 'Environment', 3), (12, 'Environment', 1), (13, 'Environment', 2), (14, 'Environment', 1), (15, 'Environment', 3), (16, 'Environment', 5), (17, 'Environment', 2), (18, 'Environment', 2), (19, 'Environment', 4), (20, 'Environment', 1)]"
